production_volume,production_cost,supplier_quality,delivery_delay,defect_rate,quality_score,maintenance_hours,downtime_percentage,downtime_pct_corrected,inventory_turnover,stockout_rate,worker_productivity,safety_incidents,energy_consumption,energy_efficiency,additive_process_time,additive_material_cost,defect_status,high_defect_flag,low_quality_flag,downtime_category,production_volume_category,energy_efficiency_category,stockout_category
109,"$7,989.06",98.42%,0,2.96,88.27%,15,441.53%,4.415%,2.16,8.25%,83.945%,6,1611.306,0.2624,2.53,$190.96,1,0,0,High,Medium,Medium,High
345,"$5,314.01",87.97%,5,4.43,85.64%,17,441.59%,4.416%,2.59,9.13%,90.757%,7,4380.069,0.2513,4.87,$407.91,1,1,0,High,Low,Medium,High
534,"$13,603.45",89.04%,1,3.16,88.16%,7,441.76%,4.418%,8.14,5.28%,83.883%,2,4495.298,0.3359,2.63,$263.36,1,1,0,High,Low,Medium,Medium
106,"$10,965.27",95.89%,0,0.79,86.06%,12,442.00%,4.420%,8.73,5.45%,96.737%,3,2511.471,0.4150,3.98,$390.69,1,0,0,High,Medium,High,Medium
875,"$12,675.61",84.91%,2,2.50,81.28%,10,442.06%,4.421%,6.83,8.96%,91.616%,4,3430.405,0.1974,1.14,$348.21,1,0,0,High,Low,Low,High
133,"$17,720.63",95.88%,0,3.92,97.23%,4,442.23%,4.422%,3.59,6.41%,93.383%,2,4158.979,0.4406,2.78,$205.60,1,1,0,High,High,High,High
700,"$6,580.90",86.29%,3,2.54,97.32%,11,442.28%,4.423%,5.16,5.17%,83.142%,0,1061.357,0.3765,1.55,$313.59,1,0,0,High,Low,High,Medium
363,"$9,783.00",80.98%,1,2.24,94.39%,4,442.45%,4.424%,8.11,9.36%,90.979%,5,4213.157,0.4834,8.38,$245.88,0,0,0,High,High,High,High
896,"$9,973.47",81.04%,1,2.67,83.20%,10,442.53%,4.425%,3.24,7.82%,87.975%,6,3433.378,0.3689,1.60,$211.70,1,0,0,High,Low,Medium,High
987,"$6,008.51",85.69%,3,1.85,71.41%,2,442.61%,4.426%,6.87,0.05%,98.988%,7,4861.270,0.3012,3.48,$347.99,1,0,1,High,High,Medium,Low
914,"$8,948.71",86.07%,2,0.87,81.10%,7,442.69%,4.427%,9.97,4.19%,91.060%,6,1100.642,0.4885,2.57,$351.28,1,0,0,High,High,High,Medium
610,"$19,352.00",91.32%,4,0.81,86.17%,16,442.71%,4.427%,3.11,6.10%,96.259%,5,3762.441,0.2047,1.56,$317.60,1,0,0,High,High,Low,High
634,"$13,104.45",93.38%,5,1.62,71.06%,0,442.81%,4.428%,2.86,9.87%,88.176%,3,2782.679,0.2864,8.92,$376.99,1,0,1,High,Medium,Medium,High
408,"$15,087.61",93.80%,0,2.52,90.27%,20,443.23%,4.432%,9.65,7.08%,97.398%,5,3061.797,0.2703,4.64,$225.99,1,0,0,High,Medium,Medium,High
942,"$8,079.99",82.86%,3,2.34,73.30%,3,443.31%,4.433%,9.50,4.18%,92.614%,9,4897.295,0.2807,7.40,$493.02,1,0,1,High,Medium,Medium,Medium
948,"$11,809.85",83.94%,4,4.87,87.48%,15,443.38%,4.434%,4.23,9.37%,88.295%,9,2207.930,0.1233,5.28,$114.39,1,1,0,High,High,Low,High
494,"$17,703.31",80.62%,5,3.33,97.34%,6,443.53%,4.435%,7.70,7.70%,89.922%,6,1998.604,0.1890,5.30,$379.95,1,1,0,High,High,Low,High
143,"$16,938.90",98.19%,5,4.95,99.59%,12,443.73%,4.437%,7.75,4.22%,99.432%,4,3638.896,0.1782,4.30,$151.37,1,1,0,High,Medium,Low,Medium
400,"$8,280.71",81.36%,1,3.88,72.79%,17,443.79%,4.438%,4.71,9.67%,87.470%,7,2029.552,0.2889,5.86,$340.38,1,1,1,High,Low,Medium,High
280,"$9,402.33",96.56%,3,1.17,78.32%,10,443.83%,4.438%,5.62,0.57%,90.894%,7,4985.786,0.3462,6.57,$414.86,0,0,1,High,Medium,Medium,Low
203,"$11,284.55",99.00%,3,3.29,61.90%,14,443.99%,4.440%,4.15,0.68%,95.965%,9,3984.882,0.2298,4.26,$265.03,1,1,1,High,Low,Low,Low
762,"$5,000.17",82.17%,3,1.69,82.31%,16,444.08%,4.441%,5.70,3.00%,87.878%,7,2609.153,0.1562,8.74,$162.20,1,0,0,High,Low,Low,Medium
330,"$11,630.50",98.93%,4,3.34,77.58%,2,444.10%,4.441%,4.65,0.22%,92.289%,7,1064.666,0.4795,2.40,$217.64,1,1,1,High,High,High,Low
101,"$16,247.90",85.65%,5,4.82,83.88%,12,444.41%,4.444%,6.40,4.50%,84.351%,3,3843.745,0.2675,5.07,$416.05,1,1,0,High,Low,Medium,Medium
542,"$9,144.79",93.05%,1,4.56,74.67%,14,444.49%,4.445%,3.70,2.90%,86.669%,8,3975.682,0.2072,2.46,$191.26,1,1,1,High,Low,Low,Low
891,"$19,110.19",92.16%,2,3.88,86.89%,15,444.60%,4.446%,3.85,9.62%,81.391%,0,1880.107,0.1115,7.01,$350.30,1,1,0,High,Medium,Low,High
914,"$18,435.12",95.61%,3,0.94,77.97%,1,444.64%,4.446%,6.43,9.30%,98.620%,8,4138.481,0.2297,4.18,$296.76,1,0,1,High,High,Low,High
572,"$18,068.07",99.67%,4,0.74,81.65%,4,444.78%,4.448%,6.24,9.30%,90.352%,9,2848.937,0.1882,6.33,$242.56,0,0,0,High,High,Low,High
541,"$10,896.83",85.21%,1,2.44,61.73%,2,444.80%,4.448%,4.80,3.10%,82.917%,3,1123.117,0.3086,6.99,$382.87,1,0,1,High,Medium,Medium,Medium
661,"$5,623.68",92.16%,1,1.42,69.36%,3,444.96%,4.450%,6.32,8.61%,91.047%,4,2786.673,0.3253,2.28,$309.47,1,0,1,High,Medium,Medium,High
597,"$9,285.61",88.98%,3,4.66,71.68%,20,445.32%,4.453%,8.94,7.37%,96.528%,2,2910.853,0.4736,2.66,$107.71,1,1,1,High,Medium,High,High
341,"$8,628.40",81.46%,1,1.37,79.94%,2,445.40%,4.454%,7.30,5.45%,89.465%,3,4143.332,0.3150,8.84,$449.29,0,0,1,High,Medium,Medium,Medium
758,"$10,427.80",91.55%,3,2.03,82.48%,9,445.41%,4.454%,5.61,9.79%,81.291%,9,1497.277,0.2894,9.24,$391.43,0,0,0,High,Low,Medium,High
504,"$5,090.71",82.41%,4,3.00,91.66%,9,445.71%,4.457%,9.92,5.26%,93.322%,3,4161.752,0.1954,1.61,$314.23,1,1,0,High,High,Low,Medium
212,"$8,030.24",99.91%,4,1.46,70.62%,18,445.79%,4.458%,7.20,0.07%,83.542%,8,3477.729,0.1026,1.60,$195.82,1,0,1,High,Medium,Low,Low
862,"$19,263.93",85.16%,4,4.48,78.29%,0,445.79%,4.458%,8.78,3.31%,98.054%,0,2529.445,0.4989,1.37,$391.72,1,1,1,High,Low,High,Medium
527,"$19,188.87",91.58%,3,1.82,78.39%,10,446.23%,4.462%,3.49,4.09%,88.777%,6,2205.821,0.1309,1.51,$132.18,0,0,1,High,High,Low,Medium
903,"$10,530.61",91.72%,2,4.75,70.28%,3,446.25%,4.462%,5.20,5.68%,80.123%,3,2223.952,0.1948,1.60,$315.53,1,1,1,High,Medium,Low,Medium
546,"$9,237.44",83.92%,3,0.88,94.74%,20,446.44%,4.464%,5.35,1.09%,94.280%,7,3310.065,0.2702,1.55,$319.41,1,0,0,High,High,Medium,Low
832,"$9,744.05",88.14%,5,3.22,78.85%,11,446.68%,4.467%,4.69,7.04%,94.487%,1,3241.813,0.2774,6.39,$231.79,1,1,1,High,Medium,Medium,High
448,"$6,893.97",88.87%,1,1.53,81.82%,17,446.74%,4.467%,8.49,3.25%,93.741%,1,4807.142,0.4410,3.36,$223.86,1,0,0,High,High,High,Medium
423,"$5,834.08",96.70%,4,0.70,92.37%,8,446.93%,4.469%,5.03,6.02%,99.972%,6,4421.127,0.4089,5.63,$333.29,0,0,0,High,Medium,High,High
968,"$17,688.82",91.92%,4,4.62,76.01%,15,447.12%,4.471%,8.97,7.10%,87.556%,1,4326.501,0.4831,8.46,$434.86,1,1,1,High,Medium,High,High
214,"$17,504.66",97.79%,1,3.42,82.07%,5,447.45%,4.475%,2.84,4.94%,85.157%,9,4091.712,0.1789,5.38,$158.00,1,1,0,High,High,Low,Medium
660,"$13,313.40",91.51%,5,1.54,78.94%,4,447.56%,4.476%,3.72,2.55%,98.534%,7,4314.237,0.1885,8.93,$273.46,0,0,1,High,Low,Low,Low
596,"$6,865.19",93.24%,4,3.69,85.82%,14,447.66%,4.477%,4.74,3.05%,93.546%,6,1532.052,0.2926,3.28,$363.46,1,1,0,High,Medium,Medium,Medium
245,"$11,492.24",95.07%,0,4.50,76.21%,11,447.73%,4.477%,6.39,9.23%,91.566%,3,2955.651,0.2104,2.60,$221.10,1,1,1,High,Medium,Low,High
775,"$16,777.84",99.05%,3,1.95,87.97%,2,447.97%,4.480%,9.07,8.81%,98.947%,9,1165.455,0.2971,1.52,$103.23,0,0,0,High,Low,Medium,High
936,"$13,991.92",91.62%,3,0.69,89.38%,17,448.30%,4.483%,2.71,0.22%,99.049%,1,4019.843,0.2413,5.15,$468.26,1,0,0,High,High,Medium,Low
355,"$18,113.34",87.70%,3,3.83,75.55%,4,448.38%,4.484%,4.29,4.02%,81.182%,7,1676.254,0.3264,8.68,$346.43,1,1,1,High,High,Medium,Medium
226,"$13,233.09",91.45%,3,1.38,87.54%,20,448.41%,4.484%,9.84,7.63%,82.031%,2,4541.009,0.1286,9.73,$159.69,1,0,0,High,Low,Low,High
502,"$18,353.87",95.88%,0,3.94,80.96%,4,448.44%,4.484%,9.89,8.91%,88.345%,8,2159.445,0.4942,1.23,$136.76,1,1,0,High,Low,High,High
875,"$9,986.84",99.50%,5,0.76,97.43%,4,448.74%,4.487%,5.06,5.96%,85.224%,8,2085.854,0.4200,7.86,$321.90,1,0,0,High,Medium,High,Medium
527,"$17,375.74",81.73%,2,1.37,65.13%,8,448.74%,4.487%,2.65,5.19%,98.615%,1,2455.317,0.2625,7.85,$272.88,1,0,1,High,High,Medium,Medium
757,"$15,368.70",89.62%,5,2.47,81.32%,14,448.78%,4.488%,7.89,1.12%,99.777%,3,3222.438,0.1698,2.99,$482.61,1,0,0,High,Medium,Low,Low
679,"$10,438.40",90.40%,5,3.82,96.88%,9,448.82%,4.488%,2.87,9.64%,84.494%,9,2799.457,0.4713,5.50,$272.55,1,1,0,High,High,High,High
245,"$5,103.17",96.85%,3,1.48,92.83%,10,448.90%,4.489%,2.23,9.42%,95.222%,9,4016.431,0.3021,1.93,$343.02,0,0,0,High,Medium,Medium,High
893,"$15,716.36",99.40%,3,2.08,74.58%,0,448.93%,4.489%,4.14,9.19%,87.592%,5,2139.004,0.1014,3.57,$182.25,1,0,1,High,Low,Low,High
653,"$14,348.16",84.82%,5,2.40,75.04%,18,449.01%,4.490%,5.71,1.39%,90.267%,8,3774.417,0.3046,9.34,$226.35,0,0,1,High,High,Medium,Low
172,"$8,503.51",97.88%,4,4.61,63.36%,6,449.08%,4.491%,3.37,3.95%,99.984%,7,2139.571,0.2971,6.89,$372.65,1,1,1,High,Medium,Medium,Medium
142,"$11,587.25",99.60%,5,4.29,82.18%,23,449.29%,4.493%,9.98,9.61%,80.461%,3,1719.371,0.1512,2.93,$459.51,1,1,0,High,Low,Low,High
934,"$16,756.07",84.79%,5,2.97,69.33%,21,449.77%,4.498%,6.61,6.01%,87.678%,8,1779.243,0.2056,3.13,$395.80,1,0,1,High,Low,Low,High
399,"$7,421.87",91.08%,3,0.91,80.65%,5,449.85%,4.498%,3.45,5.18%,81.276%,2,2751.334,0.1094,7.06,$116.23,0,0,0,High,High,Low,Medium
183,"$10,175.25",97.58%,1,2.44,96.13%,2,449.98%,4.500%,8.24,1.31%,82.409%,8,4190.607,0.3907,8.81,$312.74,0,0,0,High,Low,High,Low
621,"$15,781.09",80.82%,3,1.48,61.43%,21,450.01%,4.500%,9.60,7.06%,88.068%,9,2284.076,0.4474,2.36,$292.44,1,0,1,High,Low,High,High
148,"$16,400.08",84.60%,4,3.62,73.13%,10,450.17%,4.502%,7.86,2.10%,82.076%,4,2705.350,0.3895,4.73,$410.26,1,1,1,High,Medium,High,Low
953,"$5,656.09",91.95%,2,4.24,95.93%,8,450.19%,4.502%,5.90,9.19%,96.841%,2,3482.609,0.2060,6.85,$283.21,1,1,0,High,Low,Low,High
328,"$11,021.93",85.70%,4,1.78,66.30%,15,450.22%,4.502%,2.71,8.89%,92.552%,4,2230.246,0.2707,2.68,$416.42,1,0,1,High,High,Medium,High
886,"$11,247.57",84.92%,0,2.10,86.38%,16,450.34%,4.503%,7.27,5.18%,98.096%,8,2352.049,0.3558,4.38,$375.15,1,0,0,High,Low,Medium,Medium
912,"$8,554.00",91.32%,0,1.20,68.32%,3,450.59%,4.506%,9.46,3.16%,82.958%,7,3508.489,0.4568,6.08,$456.94,1,0,1,High,High,High,Medium
928,"$15,163.13",93.69%,5,3.15,99.64%,19,450.60%,4.506%,3.98,3.20%,89.046%,5,3556.690,0.3018,4.71,$206.67,1,1,0,High,High,Medium,Medium
502,"$17,251.69",84.98%,5,3.49,65.27%,6,450.63%,4.506%,5.15,3.55%,81.356%,7,4072.789,0.4788,2.30,$493.80,1,1,1,High,High,High,Medium
570,"$7,690.34",89.19%,1,4.95,78.05%,0,450.63%,4.506%,5.51,8.53%,94.109%,6,3870.927,0.4127,5.55,$465.05,1,1,1,High,Medium,High,High
497,"$15,604.65",86.40%,5,0.90,90.29%,13,450.70%,4.507%,4.11,1.10%,86.656%,6,2680.185,0.4848,6.91,$225.47,1,0,0,High,Medium,High,Low
417,"$7,786.00",92.84%,1,3.90,84.35%,1,450.83%,4.508%,9.48,0.64%,91.511%,7,1531.652,0.4391,4.06,$221.95,1,1,0,High,Medium,High,Low
847,"$18,929.46",82.53%,4,4.81,95.35%,17,450.86%,4.509%,4.29,6.44%,83.388%,3,4311.133,0.1501,7.48,$308.38,1,1,0,High,Medium,Low,High
721,"$19,947.89",92.89%,5,0.60,75.61%,21,451.06%,4.511%,4.07,3.29%,85.989%,8,2006.866,0.4671,9.11,$157.40,1,0,1,High,High,High,Medium
600,"$17,983.44",80.81%,1,4.23,79.50%,5,451.15%,4.511%,5.76,0.90%,94.003%,9,2250.948,0.1973,1.47,$254.38,1,1,1,High,High,Low,Low
826,"$5,935.91",88.16%,1,0.68,95.32%,4,451.40%,4.514%,3.06,9.24%,96.471%,9,3707.176,0.2044,9.40,$436.27,1,0,0,High,Medium,Low,High
791,"$7,110.67",94.66%,0,1.41,90.90%,18,451.42%,4.514%,3.42,5.62%,96.790%,2,3711.843,0.3388,8.22,$247.43,1,0,0,High,High,Medium,Medium
895,"$12,546.26",94.17%,3,3.98,76.21%,2,451.53%,4.515%,6.32,6.13%,87.215%,3,2703.587,0.4103,4.25,$282.05,1,1,1,High,High,High,High
160,"$9,543.96",96.72%,4,4.53,72.32%,21,451.61%,4.516%,2.15,6.66%,82.115%,4,2277.902,0.2164,4.71,$160.68,1,1,1,High,High,Low,High
674,"$8,749.35",85.25%,3,4.56,92.30%,7,451.73%,4.517%,7.69,1.11%,83.593%,1,3551.670,0.1037,8.86,$356.16,1,1,0,High,Low,Low,Low
234,"$16,650.66",97.29%,3,4.59,93.95%,19,451.82%,4.518%,2.82,7.20%,83.516%,9,2809.216,0.2642,7.57,$366.23,1,1,0,High,Medium,Medium,High
286,"$11,876.47",88.67%,1,0.87,85.20%,7,452.10%,4.521%,9.15,1.14%,91.852%,1,3363.814,0.4763,5.81,$438.56,0,0,0,High,Low,High,Low
711,"$16,728.36",88.24%,3,3.53,85.90%,20,452.11%,4.521%,9.57,0.53%,87.752%,3,3335.142,0.4548,6.47,$383.25,1,1,0,High,Low,High,Low
760,"$18,890.89",99.02%,0,2.55,98.01%,4,452.14%,4.521%,7.33,1.52%,92.806%,9,3799.729,0.1300,5.10,$418.39,0,0,0,High,High,Low,Low
790,"$19,711.09",80.78%,4,1.96,77.19%,9,452.51%,4.525%,2.07,3.91%,94.604%,2,4099.912,0.1199,9.60,$132.93,0,0,1,High,High,Low,Medium
534,"$6,527.06",84.10%,2,1.13,84.39%,21,452.73%,4.527%,6.10,6.75%,94.188%,6,3101.487,0.4160,1.45,$414.24,1,0,0,High,High,High,High
150,"$11,994.65",81.33%,4,1.73,80.43%,16,452.75%,4.528%,2.99,9.56%,83.045%,7,1050.330,0.1316,9.74,$163.07,1,0,0,High,Medium,Low,High
851,"$11,378.42",92.75%,4,1.64,92.37%,19,452.77%,4.528%,9.95,8.77%,89.921%,5,1890.080,0.3115,8.24,$488.64,1,0,0,High,Low,Medium,High
847,"$13,928.19",89.42%,4,3.49,99.10%,7,452.84%,4.528%,9.42,1.35%,88.321%,8,1245.697,0.1571,6.26,$349.71,1,1,0,High,High,Low,Low
377,"$9,297.79",83.42%,3,1.54,67.83%,23,452.84%,4.528%,5.36,1.70%,95.615%,7,3780.040,0.2253,5.30,$156.75,1,0,1,High,High,Low,Low
323,"$5,658.50",82.65%,0,4.04,94.90%,10,452.87%,4.529%,7.59,2.90%,93.565%,7,2537.039,0.3548,5.51,$458.88,1,1,0,High,Low,Medium,Low
218,"$13,368.11",93.01%,2,4.92,61.43%,20,452.92%,4.529%,7.72,9.77%,86.108%,4,1956.335,0.3132,7.59,$394.29,1,1,1,High,Low,Medium,High
183,"$10,016.02",92.26%,3,4.07,62.86%,16,453.22%,4.532%,4.67,0.04%,97.837%,1,1133.248,0.2825,3.33,$188.54,1,1,1,High,Low,Medium,Low
325,"$14,145.46",94.18%,5,2.06,86.25%,18,453.33%,4.533%,5.79,0.83%,90.794%,5,4491.177,0.1767,9.77,$387.32,1,0,0,High,Low,Low,Low
906,"$15,875.09",95.99%,2,2.98,89.63%,6,453.63%,4.536%,2.93,9.92%,90.386%,7,1426.729,0.4834,6.88,$361.00,1,0,0,High,Low,High,High
769,"$17,663.18",98.67%,1,0.77,92.84%,12,453.68%,4.537%,3.06,8.98%,82.069%,2,1710.556,0.4096,8.54,$119.03,1,0,0,High,High,High,High
411,"$18,092.89",89.20%,0,2.00,95.19%,9,453.82%,4.538%,6.29,1.20%,87.422%,2,2058.020,0.4985,3.95,$456.05,0,0,0,High,High,High,Low
488,"$16,313.97",99.31%,0,2.95,64.54%,17,453.86%,4.539%,8.74,2.91%,82.690%,9,3662.995,0.1087,4.26,$461.33,1,0,1,High,Medium,Low,Low
518,"$10,212.78",80.41%,1,3.67,63.12%,6,454.07%,4.541%,3.01,2.75%,97.374%,9,1431.608,0.3932,6.67,$254.37,1,1,1,High,Medium,High,Low
889,"$12,275.27",80.58%,0,1.34,85.97%,17,454.36%,4.544%,2.42,1.27%,80.194%,0,1347.560,0.2985,2.04,$419.25,1,0,0,High,Medium,Medium,Low
124,"$7,924.63",97.63%,1,4.43,75.03%,2,454.41%,4.544%,3.48,1.49%,96.295%,1,4742.251,0.2607,1.07,$132.42,1,1,1,High,High,Medium,Low
769,"$15,156.81",91.93%,4,2.01,67.41%,0,454.44%,4.544%,6.29,0.41%,98.117%,2,2946.322,0.4711,4.54,$481.81,1,0,1,High,Low,High,Low
230,"$13,486.72",80.79%,5,0.79,64.45%,17,454.78%,4.548%,9.67,7.37%,90.008%,7,2888.579,0.1468,6.07,$103.29,1,0,1,High,High,Low,High
305,"$13,342.86",89.86%,3,0.83,90.40%,20,454.88%,4.549%,8.34,1.70%,85.669%,8,3424.323,0.2516,6.15,$477.84,1,0,0,High,Low,Medium,Low
479,"$6,984.03",86.10%,3,2.57,81.97%,4,455.30%,4.553%,8.06,6.19%,84.606%,3,3598.222,0.1491,4.54,$117.89,0,0,0,High,Low,Low,High
331,"$12,239.02",93.28%,2,0.68,71.88%,17,455.36%,4.554%,6.92,8.01%,84.567%,0,1264.417,0.3814,2.43,$114.06,0,0,1,High,Medium,High,High
995,"$10,629.95",98.47%,0,2.16,63.50%,13,455.51%,4.555%,6.16,2.53%,83.312%,7,3849.883,0.1312,5.23,$485.44,1,0,1,High,Low,Low,Low
888,"$9,284.39",91.99%,2,3.03,79.85%,12,455.51%,4.555%,2.18,8.31%,97.008%,0,3945.578,0.4908,4.91,$409.62,1,1,1,High,High,High,High
430,"$11,768.59",99.18%,0,1.24,64.53%,21,455.53%,4.555%,9.75,2.04%,98.223%,2,4495.942,0.3380,1.98,$480.69,1,0,1,High,High,Medium,Low
880,"$7,786.65",81.42%,1,1.45,78.85%,6,455.57%,4.556%,8.54,8.24%,80.667%,2,4322.575,0.4690,1.54,$118.87,0,0,1,High,Medium,High,High
737,"$6,191.10",91.53%,4,0.94,65.39%,15,455.72%,4.557%,3.22,5.52%,85.209%,1,3700.275,0.1124,1.49,$306.60,1,0,1,High,High,Low,Medium
232,"$7,792.04",93.44%,3,4.15,95.18%,0,455.84%,4.558%,8.90,0.51%,97.460%,9,2366.632,0.2750,9.88,$215.35,1,1,0,High,High,Medium,Low
817,"$11,740.25",94.64%,2,2.63,61.60%,1,455.99%,4.560%,3.95,8.31%,82.174%,1,1008.881,0.3052,6.96,$151.04,1,0,1,High,Low,Medium,High
260,"$18,536.05",94.29%,0,4.88,80.04%,7,456.12%,4.561%,7.39,8.90%,85.056%,2,1582.008,0.4229,6.14,$192.31,1,1,0,High,High,High,High
455,"$10,783.96",91.45%,1,1.75,72.88%,3,456.25%,4.562%,7.64,8.97%,87.147%,6,4337.759,0.3749,3.31,$368.57,1,0,1,High,Low,High,High
893,"$12,501.69",99.01%,5,0.55,64.55%,16,456.31%,4.563%,4.45,0.66%,96.904%,0,3984.757,0.4179,3.48,$412.80,1,0,1,High,Medium,High,Low
611,"$17,335.72",82.21%,4,4.03,93.13%,13,456.34%,4.563%,9.87,9.82%,96.897%,3,2299.488,0.2223,4.93,$100.97,1,1,0,High,High,Low,High
159,"$9,059.66",99.28%,0,3.75,76.25%,11,456.36%,4.564%,3.22,0.58%,80.674%,7,4824.979,0.4604,4.38,$206.18,1,1,1,High,Medium,High,Low
230,"$5,270.10",84.27%,0,1.87,72.94%,1,456.36%,4.564%,8.32,3.81%,83.940%,0,4050.927,0.4969,5.21,$409.41,1,0,1,High,Low,High,Medium
618,"$15,258.05",98.67%,3,2.06,83.34%,2,456.44%,4.564%,2.27,0.59%,85.543%,8,4346.802,0.2011,4.12,$220.37,0,0,0,High,Low,Low,Low
208,"$10,010.75",91.00%,0,2.90,89.44%,19,456.52%,4.565%,7.12,4.92%,87.982%,5,2508.157,0.1490,7.01,$226.26,1,0,0,High,Medium,Low,Medium
688,"$14,013.68",83.37%,5,4.66,91.68%,22,456.61%,4.566%,2.43,1.10%,89.871%,4,2567.107,0.2580,6.54,$296.26,1,1,0,High,Low,Medium,Low
660,"$12,132.14",96.03%,3,0.96,73.44%,18,456.68%,4.567%,9.42,8.70%,90.302%,6,4377.960,0.2366,5.13,$269.49,1,0,1,High,Medium,Medium,High
172,"$12,344.37",98.08%,4,3.02,61.06%,22,456.69%,4.567%,4.06,4.37%,89.924%,1,1955.448,0.3737,2.64,$447.57,1,1,1,High,Medium,High,Medium
877,"$16,541.73",89.21%,5,1.91,62.51%,0,457.00%,4.570%,5.53,5.59%,81.885%,2,3833.859,0.3804,2.86,$328.24,1,0,1,High,Low,High,Medium
121,"$19,364.47",93.72%,4,2.98,65.11%,21,457.03%,4.570%,9.86,0.19%,98.602%,4,3340.000,0.3107,1.34,$152.87,1,0,1,High,High,Medium,Low
402,"$5,683.78",99.67%,3,1.74,69.45%,20,457.13%,4.571%,5.64,6.49%,80.226%,3,2443.360,0.1067,10.00,$184.48,1,0,1,High,Low,Low,High
148,"$8,033.81",80.98%,0,4.82,61.33%,0,457.25%,4.573%,8.69,5.00%,90.144%,2,4193.713,0.1920,3.98,$315.22,1,1,1,High,Medium,Low,Medium
159,"$6,311.70",85.00%,0,2.17,93.32%,19,457.37%,4.574%,3.40,6.46%,80.347%,3,1883.878,0.4188,7.65,$436.72,1,0,0,High,Low,High,High
400,"$11,865.49",89.02%,2,2.59,90.43%,20,457.38%,4.574%,2.43,3.97%,89.475%,6,3349.731,0.4632,6.39,$197.42,1,0,0,High,Low,High,Medium
541,"$13,030.22",80.21%,0,3.01,79.53%,17,457.46%,4.575%,8.89,4.47%,80.665%,9,1824.832,0.3697,2.17,$299.25,1,1,1,High,Medium,Medium,Medium
652,"$9,979.57",87.05%,1,4.44,88.69%,17,457.62%,4.576%,8.67,4.30%,90.376%,8,4142.278,0.4039,2.18,$232.64,1,1,0,High,Medium,High,Medium
342,"$9,459.36",95.66%,1,3.07,64.15%,5,457.93%,4.579%,8.88,1.26%,80.389%,8,4115.004,0.1270,6.13,$137.30,1,1,1,High,Medium,Low,Low
745,"$16,351.27",86.72%,3,3.25,95.83%,14,457.94%,4.579%,8.24,1.95%,84.211%,0,4496.595,0.2359,8.12,$263.50,1,1,0,High,Low,Medium,Low
951,"$14,065.39",83.53%,3,2.97,67.48%,0,457.98%,4.580%,3.19,2.90%,82.342%,5,1069.911,0.4047,2.56,$366.17,1,0,1,High,High,High,Low
524,"$15,072.19",86.06%,1,3.07,80.10%,18,458.42%,4.584%,5.21,3.58%,85.509%,3,3362.212,0.1334,1.98,$244.90,1,1,0,High,High,Low,Medium
625,"$12,443.88",81.02%,3,3.72,75.37%,16,458.65%,4.586%,7.86,9.22%,88.624%,1,2014.822,0.1905,6.17,$478.85,1,1,1,High,Medium,Low,High
343,"$12,259.84",87.33%,0,1.74,76.26%,8,458.70%,4.587%,3.80,1.32%,96.055%,0,4786.957,0.2459,5.80,$361.65,0,0,1,High,Medium,Medium,Low
912,"$14,023.31",84.20%,2,2.20,91.93%,5,458.82%,4.588%,9.37,0.01%,90.495%,7,1022.334,0.2486,5.71,$222.39,1,0,0,High,Low,Medium,Low
307,"$8,817.22",85.56%,0,4.83,99.87%,13,458.85%,4.588%,8.74,4.00%,87.904%,6,1647.658,0.2290,9.13,$399.77,1,1,0,High,High,Low,Medium
764,"$12,121.54",83.57%,5,1.45,78.94%,18,458.98%,4.590%,5.07,1.21%,91.562%,9,2810.320,0.4598,3.46,$335.93,1,0,1,High,Low,High,Low
266,"$15,374.83",89.03%,5,1.26,80.42%,6,459.01%,4.590%,7.86,7.39%,90.386%,4,4789.617,0.4794,3.85,$137.44,0,0,0,High,High,High,High
229,"$13,205.68",96.67%,3,0.93,81.82%,11,459.12%,4.591%,5.03,2.49%,88.466%,1,2738.335,0.3734,5.31,$484.98,1,0,0,High,Low,High,Low
810,"$13,200.44",85.01%,3,3.03,92.77%,2,459.17%,4.592%,6.51,1.66%,93.679%,5,4727.189,0.2557,1.15,$323.12,1,1,0,High,Low,Medium,Low
657,"$7,323.88",97.49%,0,2.08,77.52%,17,459.20%,4.592%,5.93,2.03%,99.564%,7,1652.841,0.3226,6.29,$345.55,1,0,1,High,High,Medium,Low
275,"$11,843.55",93.00%,2,3.04,67.02%,23,459.27%,4.593%,6.13,1.22%,88.855%,0,3939.470,0.2876,4.69,$369.91,1,1,1,High,Medium,Medium,Low
939,"$7,406.94",87.92%,2,3.15,61.73%,11,459.50%,4.595%,8.70,3.36%,87.555%,5,1176.658,0.4188,9.56,$454.27,1,1,1,High,Low,High,Medium
427,"$14,815.13",86.41%,2,3.11,91.31%,23,459.92%,4.599%,4.04,0.85%,99.047%,7,4275.842,0.3135,5.50,$146.34,1,1,0,High,High,Medium,Low
897,"$8,581.94",85.57%,2,1.38,68.01%,12,460.03%,4.600%,2.88,8.98%,89.449%,8,1879.880,0.4271,6.93,$336.34,1,0,1,High,Medium,High,High
923,"$12,392.97",92.29%,1,0.52,99.79%,19,460.09%,4.601%,3.55,2.47%,85.305%,8,3815.740,0.3193,2.18,$309.48,1,0,0,High,High,Medium,Low
